Project, Loss, Chain, Vulnerability, date, transactions
ParaSpace,                7000000.000000,                [1],                Flawed Price Dependency,                1679032139000,                [{'txnHash': '0xe3f0d14cfb6076cabdc9057001c3fafe28767a192e88005bc37bd7d385a1116a', 'txnHashDate': 1679032139000, 'chainId': 1}]
Euler Finance,                200000000.000000,                [1],                Business Logic Flaw,                1678698539000,                [{'txnHash': '0x3097830e9921e4063d334acb82f6a79374f76f0b1a8f857e89b89bc58df1f311', 'txnHashDate': 1678698539000, 'chainId': 1}, {'txnHash': '0x465a6780145f1efe3ab52f94c006065575712d2003d83d85481f3d110ed131d9', 'txnHashDate': 1678698299000, 'chainId': 1}, {'txnHash': '0x62bd3d31a7b75c098ccf28bc4d4af8c4a191b4b9e451fab4232258079e8b18c4', 'txnHashDate': 1678698263000, 'chainId': 1}, {'txnHash': '0x71a908be0bef6174bccc3d493becdfd28395d78898e355d451cb52f7bac38617', 'txnHashDate': 1678698203000, 'chainId': 1}, {'txnHash': '0x47ac3527d02e6b9631c77fad1cdee7bfa77a8a7bfd4880dccbda5146ace4088f', 'txnHashDate': 1678697795000, 'chainId': 1}, {'txnHash': '0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d', 'txnHashDate': 1678697459000, 'chainId': 1}]
swapX,                1000000.000000,                [56],                Access Control Issue,                1677479141000,                [{'txnHash': '0x3ee23c1585474eaa4f976313cafbc09461abb781d263547c8397788c68a00160', 'txnHashDate': 1677479141000, 'chainId': 56}]
EFVault,                5100000.000000,                [1],                Storage Collision,                1677217811000,                [{'txnHash': '0x1fe5a53405d00ce2f3e15b214c7486c69cbc5bf165cf9596e86f797f62e81914', 'txnHashDate': 1677217811000, 'chainId': 1}]
Dexible,                1500000.000000,                [1],                Arbitrary Call,                1676607635000,                [{'txnHash': '0x138daa4cbeaa3db42eefcec26e234fc2c89a4aa17d6b1870fc460b2856fd11a6', 'txnHashDate': 1676607635000, 'chainId': 1}]
Platypus,                8500000.000000,                [43114],                Business Logic Flaw,                1676575014000,                [{'txnHash': '0x1266a937c2ccd970e5d7929021eed3ec593a95c68a99b4920c2efa226679b430', 'txnHashDate': 1676575014000, 'chainId': 43114}]
dForce,                3650000.000000,                [10, 42161],                Flawed Price Dependency,                1675984262000,                [{'txnHash': '0x6c19762186c9f32c81eb2a79420fc7ad4485aa916cab37ec278b216757bfba0d', 'txnHashDate': 1675984262000, 'chainId': 10}, {'txnHash': '0x5db5c2400ab56db697b3cc9aa02a05deab658e1438ce2f8692ca009cc45171dd', 'txnHashDate': 1675984222000, 'chainId': 42161}]
Orion Protocol,                3000000.000000,                [1, 56],                Reentrancy,                1675353395000,                [{'txnHash': '0xa6f63fcb6bec8818864d96a5b1bb19e8bd85ee37b2cc916412e720988440b2aa', 'txnHashDate': 1675353395000, 'chainId': 1}, {'txnHash': '0xfb153c572e304093023b4f9694ef39135b6ed5b2515453173e81ec02df2e2104', 'txnHashDate': 1675352420000, 'chainId': 56}]
BonqDAO,                120000000.000000,                [137],                Flawed Price Dependency,                1675230087000,                [{'txnHash': '0xa02d0c3d16d6ee0e0b6a42c3cc91997c2b40c87d777136dedebe8ee0f47f32b1', 'txnHashDate': 1675276266000, 'chainId': 137}, {'txnHash': '0x31957ecc43774d19f54d9968e95c69c882468b46860f921668f2c55fadd51b19', 'txnHashDate': 1675276158000, 'chainId': 137}, {'txnHash': '0xd276b1ddff1bea52a8839c37976f4accb4751ca3f70092e66f88e53090452898', 'txnHashDate': 1675230087000, 'chainId': 137}]
Midas Capital,                650000.000000,                [137],                Flawed Price Dependency,                1673804617000,                [{'txnHash': '0x0053490215baf541362fc78be0de98e3147f40223238d5b12512b3e26c0a2c2f', 'txnHashDate': 1673804617000, 'chainId': 137}]
BRA Token,                224000.000000,                [56],                Business Logic Flaw,                1673326802000,                [{'txnHash': '0x4e5b2efa90c62f2b62925ebd7c10c953dc73c710ef06695eac3f36fe0f6b9348', 'txnHashDate': 1673326802000, 'chainId': 56}, {'txnHash': '0x6759db55a4edec4f6bedb5691fc42cf024be3a1a534ddcc7edd471ef205d4047', 'txnHashDate': 1673325640000, 'chainId': 56}]
GDS Token,                180000.000000,                [56],                Business Logic Flaw,                1672705274000,                [{'txnHash': '0x2bb704e0d158594f7373ec6e53dc9da6c6639f269207da8dab883fc3b5bf6694', 'txnHashDate': 1672705274000, 'chainId': 56}]
